Story_ID,Title,Author,Description,Total_Reads,Total_Votes,Total_Parts,Tags,Story_URL
331345108,Never Knew I Needed You Lestappen,f1addict,Charles unexpectedly becomes single. He thought that break up was gonna be easy but it turns out to be compleatly false. He finds the much needed comfort in another driver. What happens when he suddenly finds out that he also likes men and how will everyone react? All Rights Reserved,376155,8562,40,boyxboy | bxb | charlesleclerc | driverxdriver | enemiestolovers | f1 | formula1 | formulaone | leclerc | lestappen | maxverstappen | rivalstolovers | texttospeech | verstappen | boyxboy,https://www.wattpad.com/story/331345108-never-knew-i-needed-you-lestappen
