Story_ID,Title,Author,Description,Total_Reads,Total_Votes,Total_Parts,Tags,Story_URL
1426872583,A/N,darklustolaf08,"++ + i promised yall an enemies to lovers fic so here it is. except, i cant not write friends to lovers so this is more like friends to enemies to friends to lovers. 11 this is an indian cricket team rpf . its come to my notice that some readers are not indian so just clearing it out. + no summary this time because itll be more fun that way, trust. basically, this is a sports romance involving college cricket leagues. so its going to be heavy on friendship and character development. ishman is still the main plot though. ive always loved sports anime (shit is gay af), especially haikyuu so the vibes are definitely inspired from it. you know how they are all about power of friendship and extra corny pep-talks before matches, and the best thing ever is always when rivals form a sort of niche bromance. (btw, why dont we have a cricket anime already when we have a fucking kabaddi anime?!) 10 a quick heads-up that age gap b/w seniors and juniors of ICT is reduced for the sake of the plot, and their skills are on par with college students, not professional cricketers. + this is a fanfiction , take it as one. nothing in life is ever that serious <3 + + + +",0,0,35,,https://www.wattpad.com/1426872583-rematch-ishman-%E2%9C%93-a-n
