Order,Title,URL,Published_Date,Reads,Votes,Comments,Chapter_Text
1,chapter 1,https://www.wattpad.com/1417838927-maybe-maybe-not-ishman-shubish-chapter-1,"Sat, Jan 27, 2024",11457,343,35,"It has been a long day ishan feels even though it's only 2 PM but he's felling like he has been practicing for whole day.

""How much more till we end today's practice Ro bhai?"" ishan asked rohit with tired and annoyed face sweat dripping from his forehead.

""Just 30 more minutes let's go boys"" rohit said with a slightly louder voice even he can't seem to motivate the team today it's been a very tiring day.

""Ishan"" called mayank coming towards them entering the field. ""Yes?"" Ishan asked.

""Someone said shubman is waiting for you in the changing room for past 40 something minutes"" mayank informed ishan while ishan's face lit up all that annoyed expression long gone from his face.

Ishan looked at rohit before asking ""can i leave early bhai?""

Rohit sighs ""you can go ishan I'm letting you go just because you came to practice earlier than everyone okay"" ishan smiled thinking 'atleast i got something for coming early to practice today' ishan ran to changing room.

The cold air hit ishan as he entered the changing room drying up all his sweat.

He sees someone coming towards him in a swift motion his hands slips on ishan's shoulder's for a hug ishan feels himself melting into the hug feeling relaxed. This is the best thing that happened to him in past few days ishan thought.

Ishan looked up to match shubman's eyes without breaking the hug ""How come you're here shubi you said your practice will start from tomorrow""

""I asked management to book my flight a day early so we could spend some time together the whole team will come tomorrow"" shubman replied.

""So have you planned something for today?"" Ishan asks while looking into shubman's eyesohh how long it have been since he saw shubman looking at him with those loving eyes.

""I do have it planned we'll have dinner together tonight what you say?"" Shubman asks.

""you have it planned then why are you asking now you dumbfuck"" ishan replied ""just fulfilling the formalities baby"" shubman says with a chuckle.

They entered ishan's room which they will be sharing now, they started to get ready for their day out.

""What are you gonna wear?"" Shubman asked ishan who just came out of the bathroom after taking a bath.

""of course my blue shirt i asked you to bring you shirt thief"" ishan scoffs.

""I'm not a shirt thief you packed it for me yourself"" shubman said dumbfounded. ""no i did not. You stole it"" now comes an angry ishan towards shuman.

Shubman hands land on ishan's shoulders to keep him in place ""okay let's not get angry and get ready fast if we start this we're not gonna come to an conclusion whole night"" shubman's tries to calm ishan

They make it to their reservations on time it was sushi restaurant shubman knows how much ishan loves sushi he remembered when he tried sushi first time with ishan rishab and krunal bhai.

.........☆☆☆......

Ishan :shubi leave that to eat at the very end it's a dessert *while pointing his chopsticks to green chutney looking thing*

Shubman : dessert? But it looks like some sort of paste like green chutney.

Rishab : no shubman it's a dessert some sushi are very spicy so they give sweets to eat at the end.

Shubman : this dessert is barely a spoonful what restaurants give this less food.

Ishan : 5 star michelin restaurants apparently.

Shubman : why are you putting dessert on your sushi then eating it krunal bhai.

Krunal : i like it that way you got a problem?

Shubman : no no eat it however you want *they all are acting bit suspicious*

When they all finish their sushi.

Ishan : shubi you can eat your dessert now.

Shubman : I'm not very excited about it dosen't look good to me.

Rishab : but it's very delicious and we paid 6000 rupees just for that spoonful you know what i can have in 6000. So you better eat it.

Shubman : alright i will eat.

Ishan picked up the spoon to feed shubman and who he is to say not to ishan. He opened his mouth to eat it first it was just tasting like a hurb little sweat at the beginning but then the spice hit.

Shubman : wtf it's so spicey what did they put in there.

Everyone dying with laughter while looking at shubman's red face.

Ishan : it's wasabi stupid it's suppose to be hot and spicy.

Shubman : YOU SAID IT WAS SWEET...OH GOD MY GUTS ARE BURNING ISHAN GIVE ME SOMETHING TO CALM IT DOWN.

Let's just say that night and the next morning after that night wasn't very pleasant for him.

........☆☆☆........

After their dinner they were waiting for their dessert shubman chuckled while thinking about that night.

""What are you laughing about"" ishan asks ""just remembered what you did to me when we went to eat sushi for the first time"" ishan also laughed while thinking about that night ""it was a very funny prank"" ishan says ""funny to you"" shubman replies.

""What should i write in the caption of this picture"" shubman asks while showing him a picture they took minutes ago ""certified sushi lovers"" ishan replied.

Seconds after posting that they starts receiving comments ""sushi ka to pta nhi par certified lovers zarur ho"" shubman laughs while reading the comment out loud ""they think we're lovers"" while ishan just chuckled a bit.

After they reached their hotel room ""so now Netflix and chill"" says shubman while smirking ""friends don't do Netflix and chill friends do Netflix and cuddle only"" ishan huffs.

""Are you calling me a friend baby?"" Shubman asks while making a sad face ""i thought i was your bestest friend"" shubman says while sulking ""of course you're my bestest friend now chose a movie before i plan to fall asleep"" ishan replied.

They ended up watching thor ragnarok for the nth time and falling asleep.

........end for today......

.

.

.

.

Author's note:

The sushi prank It's something that had happened in real life."
2,chapter 2,https://www.wattpad.com/1418202256-maybe-maybe-not-ishman-shubish-chapter-2,"Mon, Jan 29, 2024",6538,278,80,"Ishan woke up by the sound of alarm going off for the 3rd time. He searched for his phone on bed with eyes closed, when he finally found his phone he opened his eyes to see time it was 8AM that means they only have 30 minute to get ready for today's practice.

""Wake up shubi we're getting late"" ishan shouts shaking shubman's body.

""5 more minutes bro please"" shubman says with his deep husky voice trying to get more sleep.

""FUCKING WAKE UP THIS INSTANT SHUBMAN GILL OR I'LL LOOSE MY TEMPER AND THROW SOME WATER ON YOU I DON'T EVEN CARE IF THE BED GETS WET"" ishan shouts getting out of the bed walking towards the bathroom.

""Okay okay no water I'm getting up"" shubman said whining. ""Yeah get up and take some clothes out from your bag for both of us I'll be done in 5 minutes"" ishan says as he enters the bathroom.

""What? clothes for both of us from my bag?"" Shubman said slightly confused ""wait bitch I'm not giving you my clothes to wear after all that shouting and threatening"" shubman shouts at bathroom door that is now closed.

""You want to fight early morning?"" Ishan shouts back from behind closed door ""no i don't want to fight you started it"" shubman replied ""then take something out for me from your bag without whining"" ishan says.

..........☆☆☆.......

When they made it to the dinning area most of the players were present from both teams, they both made their way to table ishan went and hug hardik.

""It's been so long bhai"" ishan said breaking the hug smiling widely at hardik""How are you doing ishu?"" Hardik asked ruffling ishan's hair.

Shubman just stand there silently listening to hardik and ishan talk for more than 10 minutes without acknowledging his presence ""I'm hungry guys"" shubman finally said they both looked at him.

""Ohh yeah let's sit and eat"" ishan says as he's about to sit next to hardik ""let's go sit there"" shubman says stopping him and pointing at the opposite 2 chairs that are empty.

""But I wanna sit next to hardik bhai"" ishan says ""why?"" Shubman asks ""it's been so long since i last met him we have so much to catch up"" ishan said.

""Then were I'm gonna sit?"" Shubman said slightly surprised as the chair next to ishan wasn't empty ""you can sit there"" ishan points at chairs shubman wanted to sit on before.

""But we also met after so long we have to catch things up too"" shubman said now getting annoyed ""oh come on shubu we talk for hours on calls what is there to catch up if there's something we can talk about it after breakfast"" ishan said but shubman did not leave to sit on opposite chair.

Rather he moves to the seat next to ishan's where tilak was sitting waiting for his food ""hey tilak could you please sit on some other chair i wanna sit here"" shubman said to tilak.

""Why?"" Tilak asks shubman ""because i wanna sit here?"" Shubman replied ""yeah but why you want to sit here"" tilak questions again ""because i wanna sit next to ishan"" shubman replied now getting annoyed.

""What if i don't wanna move"" tilak asks ""hey I'm older than you you'll have to listen to me....please"" shubman says ""the misuse of power I'm moving but you own me this one right"" tilak said getting up ""right"" shubman says and taking the seat.

""Ohh who did you move to sit here"" ishan asked looking at shubman's direction ""someone"" shubman replied.

""The tshirt is looking good on you ishu"" hardik said ""of course it's mine"" shubman says from behind ""you two share all your clothes do you even know which clothes belongs to whom?"" Hardik asked laughing.

""at this point we have no idea actually"" ishan said joining hardik as he starts to laugh also.

.........☆☆☆.......

After their practice shubman went to meet ishan on field but the whole Mumbai Indians team was present thereShubman starts to greet while shaking hands with everyone.

When he hold nehal wadhera's hand ishan was standing right by their side.

""OYE OPPONENT HAI!"" ishan shouted when shubman didn't let go of nehal's hand after 2 seconds ishan came and take their hands apart everyone making everyone laugh.

""Bas hamare opponent hai?? Tera nhi hai?"" Nehal asked.

""Jealous to ese hote hai jese date kar rahe ho dono"" tilak said from behind.

""What if we're dating for real who knows?"" Shubman replied everyone started laughing again but ishan was smiling with tiny blush on his cheeks.

""Thabhi mujhe subha seat change karne ko bola boyfriend ke sath bethne ke liye"" tilak says with annoyed face.

""Acha tujhe hata kar teri jagha par betha tha ye"" ishan said looking at tilak trying to make that blush from his face go away.

""Bhai tere side mai hi to betha tha mai tujhe kese nhi pta chala?"" Asked tilak.

""Wo mai hardik bhai se baate kar raha tha na"" ishan replied now shubman looked annoyed.

""Shubman bhai hamse nhi hardik bhai se jealous ho tere boyfriend ko ishu baby ishu baby bol bol kar kab le jaege pta nhi lagega"" tilak says laughing.

""Yaar hardik bhai is like my brother"" ishan said frowning.

""Shubman ke time par to nhi boltashubman is like my brother""tilak said.

Ishan looked kinda embarrassed when shubman comes towards him and said ""I'm not like his brother because I'm his best friend""

""Let's go to the changing room"" ishan said ""Let's spend this limited time we have together"" shubman says looking at ishan moving his hand in front of them ishan grabbed his hand they left the field holding hands.

""Do we have a plan for today?"" Ishan asks ""no we can just play video games in our room we have a match tomorrow don't you remember ish?"" Shubman looked at him and said as they're walking towards their room.

""Huh our room when did it become our room? It's my room and you're just staying there"" ishan said mockingly.

""Ab kya tera kya mera yaar jo bhi hai hamar hai"" shubman said showing his bright dimple smile ishan's heart skipped a beat or two.

""Ha ha chal ab dimple andar kar ye"" ishan says opening the door.

..........end for today........."
3,chapter 3,https://www.wattpad.com/1418487233-maybe-maybe-not-ishman-shubish-chapter-3,"Tue, Jan 30, 2024",5229,253,36,"Today they have to play against each other not like it's the first time they have won and lost against each other it's always that bitter sweet feeling seeing your best friend getting out seeing him down feeling sad ishan can't help but feel sad too whenever shubman doesn't perform good.

But then again he have to consider it they're playing against each other it's good for Mumbai Indians if shubman doesn't perform good.

Ishan was having those thoughts in his head as he was changing into his Mumbai Indians Jersey.

""Mumbai Indians won by 27 runs""

After the match ended shubman was looking down the sadness was vivid on his face shubman got out just after 6 runs.

Ishan walked towards shubman thinking ways to cheer him up ""why are you feeling sad baby it's just an ipl match you can perform better next time and beat our ass"" ishan says holding shubman's face.

""I got out at 6 ish just 6. People on internet are gonna troll me for days"" shubman says looking down at ishan ""we had far more worse days than this meri jaan let's move past this one too"" ishan says now hugging shubman.

Soon they start walking towards changing room shubma held ishan's hand as they walk listening to whatever he was saying in excitement.

tilak was walking right behind them he hit ishan with his cap to get his attention nor ishan neither shubman looked at him both of them deep into their talk 'huh young love' tilak thought and let them walk ahead.

.........☆☆☆.......

Soon the ipl was over CSK won the trophy this year and World Cup squad got announced.

Ishan wasn't in playing XI but atleast he was in World Cup he wasn't feeling sad after all. His phone started ringing on screen it was ""Meri jaan ❤"" calling ishan answered the call instantly.

""Why do you always call texting exists"" ishan says with mocking tone ""text karunga to tere awaz kese sun ne ko milegi"" shubman said ishan can see him grinning through the screen even though he can't see him.

""How are you feeling ish we're in WC squad we're gonna be together for whole month and when we win the WC we'll go party for a whole week straight I'll take you to dubai or we can go there with whole team"" shubman says excitingly.

""Yeah it's gonna be fun"" ishan says not sounding as excited as shubman ""when you're there it's always fun ish I'm so grateful you're in team"" shubman says in gentle voice ""it's fun because we are together not all because of me"" ishan says smiling.

They talked for an hour before shubman excused himself saying he have to be somewhere in 30 minutes they end the call saying bye to each other.

Ishan was now getting bored alone in his mumbai apartment he texted mayank.

Ishan

where are you??

MayankJust about to leave stadium

Ishan

Come over

MayankWhy?

Ishan

Sale tujhe aane ke liye ab wajha chaiye?

Mayank

Don't get mad sweetheart I'm coming

Will be there in 20 minutes

........☆☆☆........

After 20 minutes ishan heard a bell ring he got up to open the door expecting mayank but when he opened the door he sees shubman standing there.

""How come you're here didn't you had somewhere else to go?"" Ishan says looking surprised.

""Oh i did. Got rain checked"" shubman entered the apartment saying that.

Mayank also came before ishan could close the door ""oh why are you here"" shubman asks mayank.

""Ishu invited he was getting bored alone didn't knew you were also coming"" mayank replied.

""Why didn't you call me to cove over?"" shubman asks looking betrayed as they walk into the living room.

""Weren't you going somewhere already"" ishan says sitting on the couch mayank aslo came and sit next to him.

""Where were you going though you're all dressed up"" ishan questions.

""had some plans with sara but then she rain checked me saying she have something important to do"" shubman says in a low voice.

""Are bhai kitni baar katwaega us se. Nhi lagti wo tere mai interest kisi or ko dhundh"" ishan says mockingly.

""But i have a crush on her for year I'm not giving up on hope"" he says walking towards the kitchen to get himself some snacks.

""I think ab tujhe bhi koi or dhundh lena chaiye sweetheart you don't even have tiny bit of hope"" in a low voice mayank says.

""I'm trying my best"" ishan replied to mayank with a flat smile ""at this point i think you'll never get over him"" mayank says.

""Get over who?"" Shubman comes back with a bowl of grapes in his hand.

""Aditi"" mayank replied still looking at ishan ""aditi? really you guys broke up in 2020"" shubman says looking at ishan.

""Ishu is still friends with her maybe he needs to distance himself from her a bit to really move on"" mayank says looking at shubman but looking back at Ishan before finishing the sentence.

""So what we were going to do?"" Mayank asks after some seconds of silence trying to change the topic ""i don't know maybe watch some movies or something"" ishan says shrugging his shoulders.

""Watch movie?? Sale merko yaha movie ke liye bulaya hai wo to akele bhi dekh sakta tha"" mayank says now angry shouting.

""You can leave if you want to"" shubman mutters.

""Ab aa hi gaya hu to dekh luga movie bhi"" mayank says now in a low voice ""chal muh mat bana I'll order whatever you want"" ishan says trying to cheer him up.

........☆☆☆.......

Mayank left at around 2AM after they all were done eating and watching movies.

""Drive safe babe"" ishan says in a sweet voice ""when did he become your babe??"" Shubman asks from behind.

""Come on I'm just trying to be cheesey he gets off when i do that"" ishan says looking back at shubman.

""See you later sweetheart"" mayank hugs ishan before leaving.

""When are you going home"" ishan comes and sits next to shubman on the couch.

""I don't want to leave"" shubman says putting his head on ishan's thighs.

""Why?"" Ishan asks looking down to meet shubman's eyes.

""Am i not allowed to stay over?"" Shubman says taking ishan's hand and placing it on his head indicating him to massage his head ishan starts moving his fingers through shubman's hair his eye starts to close slowly.

...............end for today.............."
4,chapter 4,https://www.wattpad.com/1418811048-maybe-maybe-not-ishman-shubish-chapter-4,"Wed, Jan 31, 2024",4788,232,24,"Shubman wasn't feeling good when he woke up after their flight landed in Chennai, when he got up to exit the plane he felt his head and neck aching but he thought it was just jet lag from traveling.

When he entered the bus he was feeling weak in his knees he scanned the bus to find ishan sitting on the window seat he walked towards him and sat beside him.

""You don't look good"" ishan says offering him the juice he was drinking.

""I think i got jet lag from this flight"" shubman says taking the juice bottle from ishan's hand and drinking it.

""Come put your head here and sleep"" ishan says patting his own shoulder in a gentle low voice.

Shubman put his head on ishan's shoulder he fall asleep on whole airport to hotel ride he woke up by ishan's voice telling him they've reached the hotel.

""You go, I'll bring the luggage"" ishan says picking up both their bags when they reached their room shubman went straight to bed god why is he feeling so weak he thought in his head.

""What do you want for dinner"" ishan asks walking towards the telephone to call room service.

""Anything light"" shubman replied with his eye closed ""salad?"" Ishan asks again ""no something soupy that doesn't take much efforts to eat""

Ishan went to open the door when food came he placed the trays on table telling shubman to get up for dinner.

""Come let's eat i got you soup"" he said looking at shubman who haven't gotten up from bed yet.

""I don't think i have strength to sit on table and eat, could you give me my soup here"" says shubman now sitting up.

Ishan came to sit in front of shubman with food tray in his hand he placed that tray on bed he picked the spoon up and took it near shubman's mouth to feed him.

""Ahh so sweet of you feeding me"" shubman says looking at ishan with bright eyes ""shut up and eat while I'm feeding"" ishan says.

........☆☆☆.......

Shubman woke up feeling his body on fire covered in sweat he tried to pick his phone from bedside table with trembling hands but it fell of the table before he could even pick it up.

Ishan woke up by the noise he look up and saw shubman trying to pick something up from bedside.

""What are you doing shubi"" ishan asks""Trying to get my phone. Got it"" shubman says now holding his phone in his hand.

""Good now come here i wanna sleep more"" ishan says opening his hands for shubman to come and cuddle.

Shubman moves closer to Ishan forgetting why he needed his phone for ishan's hand came to hold him.

""Ohh god you're burning shubi"" ishan says as he hold shubman's neck hand going to shubman's forehead to check if he got fever or not.

""You have a very high fever shub"" ishan says now he's looking for his phone it was 6 in the morning he called the management.

After 30 minutes 2 doctors came to their room checking shubman one of the doctor says they need blood to run some test.

Ishan was sitting next to him when shubman said ""ish give me your hand""

""Why?"" Asks ishan ""they're about to put a needle in me i need moral support"" shubman says whining ""6 feet and that Greek god body just to act like 5 year old?"" Ishan says chuckling.

""Come on it's a needle everyone is afraid of that"" shubman says now holding ishan's hand.

The doctor left After taking blood samples telling shubman to take rest shubman took the medicines they gave and fall asleep again.

Ishan was on his phone scrolling through Instagram when he got a text from virat

Virat

Where are you two?

We have practice at

Ishan

Shubi got fever bhaiya he's sleeping

Sorry i forgot to tell you

Virat

Okay then let him rest

What about you?

Ishan

It is necessary for me to come?

Virat

Well you'll have to play if he can't recover before match

But i think if you don't want to come don't

okay take care of him and yourself also

Ishan

Okay

Thank you bhaiya

practice hard

Virat

bye bachha

.........☆☆☆.......

Shubman woke up at around 2 PM by ishan who wake him up for lunch.

""Here drink this"" ishan says handing him a glass of orange juice shubman took the juice.

""I'm feeling weaker than last night"" shubman says in a low voice. They heard the knock on the door ishan went open.

Come in the 2 doctors who checked shubman this morning with virat rohit and hardik behind them.

""How are you feeling now shub"" rohit asks ""weak and tired"" shubman says with a flat smile.

""The doctors got your blood report"" virat says patting his head.

""And? Is it something serious?"" Shubman asks his eyes moving towards the doctors now.

""You got tested positive for dengue"" one of the doctor replies.

""So i will not be able to play in upcoming matches?"" Shubman asks looking down.

""No ishan will be substituting you until you come back so recover fast"" hardik says.

""Ishan you'll have to practice everyday now no more missing practice we'll get a nurse to look after shubman"" rohit says getting up.

Ishan went silent looking at shubman then at rohit.

What is this dilemma he wants to be here for shubman in his difficult time but also he wants to play for the world cup.

""Ish you gonna play the first match aren't you happy"" shubman says smiling ishan looks at him noticing everyone left the room long ago.

""I'm sorry i can't be here for you shubi"" ishan says coming towards shubman hugging him.

""It's okay ish I'll manage. You go score some centuries and make me proud baby"" shubman says hugging him back.

""I will"" ishan says chuckling not wanting to break the hug.

.............End for today...........

Just dropping this here.Wtf they were even doing why does it looks like-- 😭😭I have so many questions"
5,chapter 5,https://www.wattpad.com/1419091790-maybe-maybe-not-ishman-shubish-chapter-5,"Thu, Feb 1, 2024",4717,229,56,"Ishan was training hard for the world cup. It's his chance to show his capability to the world.

The first match is set between India and Australia Rohit and Ishan are going to be the openers.

He is sitting in the changing room everyone seems nervous. Ishan was feeling more nervous than usual of course it's world cup he'll feel nervous but he can't seem to cope with his nervousness today.

The anxiety grows in him. He picked his phone and called shubman.

""What are you doing?"" He asks. ""Just waiting for the match to start so i can watch you"" shubman replies.

Ishan clicked on the 'switch to video call'option and shubman accepted it.

""Missing my handsome face?"" Shubman asks teasing him. ""Feeling nervous without you"" ishan replied.

""What about the other matches when I'm not with you?"" Shubman asks blushing.

""Nahi samne tu ye alag baat hai.Mere pass hai tu mere sath hai.Priyasii~""Ishan sings to shubman.

""Tera naam mene liya hai yaha.Mujhe yaad tune kiya hai waha.Mere pass hai tu mere pass hai~""Shubman sang along.

They both ended up laughing. Ishan was feeling lighter now still nervous but not as nervous as before that's why he always needs his best friend to be with him before any big match.

Soon the match starts Australia won the toss and decided to bat they set the target of 199.

Ishan got out first at 0 soon rohit follows him behind with a 0 score too. Damn those aussie bowlers.

India won the match in the end.

When ishan entered the hotel room he sees shubman sitting on bed he gave shubman a small smile before asking.

""How are you feeling now?"" He walked towards the bed ""better than before"" shubman replies opening his arms for ishan to slip in.

""I wasn't able to make you proud today"" he says in a low voice hugging shubman tight.

""It was just one match we have another one coming. You can make me proud in next one yeah?"" Shubman says to ishan.

""I'll try my best."" He says still keeping the hug tight.

....................................

The next match was against afganistan match was about to start in 30 minutes when ishan tried to call shubman.

Even after 10 calls shubman wasn't answering his calls. He was feeling nervous before now he was getting anxious.

Why wasn't shubman answering his calls shubman said he will be watching the match and he can call him anytime but why wasn't he picked up now.

Ishan scored 47 and got out caught trying to hit a 6. India won by 8 wickets.

When he entered the hotel room he see 2 men sitting and shubman on iv drips.

""Oh god are you okay shubi?"" He says running towards shubman.

""Yeah i am. No need to worry ish it's just doctor said it was needed"" shubman says holding his hand making him sit.

.........................

""You almost hit a half century today"" shubman says smiling at him. Coming to hug ishan from behind .

""Do you even know how anxious i was. First you didn't pick my calls and when i came in you were lying with iv drips"" he says pushing shubman away.

""Come on baby you would be more anxious and worried if i had told you i was feeling too weak that i have to be on iv drips"" shubman says whining.

""That i would be but i get worried when you don't answer my calls too"" he replied acting mad.

""Are you seriously getting mad at your sick best friend"" with a pout shubman says.

""I'm not mad and stop acting like a babygirl shubi"" ishan says.

""I'm not a babygirl. You are."" Shubman says coming closer to try and hug him again.

""I'm not a babygirl also I'm a daddy material."" He says mocking shubman who was now standing right in front of him hands on his neck.

""Woah woah what is this sick babygirl and daddy fantasy"" comes siraj into the room.

""Bhaiya tell me Who's more babygirl between us"" shubman asks looking at siraj.

""Is that even a question??..... it's ishan."" Siraj said. Ishan looked at him with betrayed face. ""But....he can be a daddy too"" siraj continues.

""See i told you everyone wants me as their daddy"" ishan says looking at shubman with proud look on his face.

""Well i prefer babygirl ishan. My babygirl"" shubman says winking at him ishan's face turned red.

""Salo me yahi khada hu meri nhi kam se kam meri umar ka hi lihaz karlo"" siraj says coming in between them tearing them apart.

""Aa gae pyar ke dushman"" shubman says giving siraj side eyes before rollin his eyes.

""Ek bar recover hoja tujhe fir dekhuga"" siraj replied.

""Abhi dekh lo itna bura bhi nhi dikh raha hu"" shubman says smirking.

""Such a lame reply shubi"" ishan says.

""Are you on his side or mine"" shubman says looking at ishan with wide eyes.

""Of course I'm on your side"" ishan says. ""Well doesn't seem like it"" shubman replies.

""Why did you came here bhaiya?"" Shubman asks. ""To check on you and him too he was worried all the time when you didn't answer his calls"" siraj said.

................

The three of them ended up lying on the bed scrolling reels. Shubman's phone starts ringing he answers it and excuses himself.

""Hello sara"" siraj and ishan heard before shubman walked to the balcony.

After 15 minutes shubman returns.

""Sara huh"" siraj says teasing shubman.

""Yeah. She's worried for my health so she called. Also to tell me she'll be coming to the next match. Shubman says smiling.

""You know what they says. Hamari bhabhi kesi ho?? Sara bhabhi jesi ho!!"" Siraj says shouting the last part.

""Can't agree more she's a nice girl."" Siraj continues. ""You're friends with her right ishu""

""Yes i have known her for 4-5 years now."" Ishan who have been quite for past few moments says.

""Then she sure is nice for shub. To be friends with you it is only good people's job"" siraj says chuckling.

""We're not that close though. Just talks here and there. But from what I know yeah she's good for our shubi. She have most of the qualities shubi wants in a girl"" ishan says with a small smile.

""Come on guys it's not that serious right now"" shubman says with a visible blush on his cheeks.

...............end for today..............."
6,chapter 6,https://www.wattpad.com/1419350581-maybe-maybe-not-ishman-shubish-chapter-6,"Fri, Feb 2, 2024",4558,254,108,"Shubman made his return to the field for india Pakistan match after his recovery. Unfortunately he out at 16 runs. That wasn't the comeback he was looking for he felt disappointed.

When everyone returned to the dressing room ""sara se nhi milega wo match dekhne aai thi."" Rohit says to him.

""I don't want to meet her right now."" He replied. In a low voice.

""Why"" rohit questioned back. ""Sirf 16 run par out ho gaya bhai uske samne gloomy mood mai nhi jana."" He says looking around the room to find ishan.

""Wese ishan kaha hai?"" He asks to rohit. ""Yahi tha abhi hardik ke sath."" Rohit says walking away.

He wasn't able to have a talk with ishan after he got out as they were too focused on the game and now they have won he can't find ishan around.

He sees ishan walk into the room approaching him. ""I thought you would be with sara"" ishan says.

""I don't feel like meeting her. That's not the comeback i wanted."" He says ishan looked confused.

""You always run to her whenever she come to watch a match"" ishan mutters.

""Can't go see her with a sad face"" he shakes his head with a small smile.

""Wouldn't seeing her can lit up your mood?"" Ishan's eye wander over his face as he says that.

""No. Only you can lit up my mood."" Ishan's disgruntled face changed into a warm smile hearing that.

""Well is your mood lit up now mr. Gill?"" Ishan asks making a eye contact.

""It is indeed mr. Kishan"" shubman nodded. ""Should we go eat out tonight?""

""No"" ishan said shaking his head.

Shubman raised his eyebrows ""why shouldn't we?""

""We have a team dinner tonight you forgot again."" Ishan rolled his eyes. ""How about we go out to eat after the next match when you hit more than a half century?""

""Fine you'll pay"" he asks. Ishan who was looking at him with bright eyes.

""Deal."" On that they shake hands to seal the deal.

..........☆☆☆......

Ishan and shubman walked into the dinner area where whole team was already present.

""You two are late again"" virat chided ""try coming at right time for once.""

""Bhaiya ye shubi ki wajha se hi late hue hai meri koi galti nhi hai"" saying that Ishan sat next to Shreyas.

""Ha or accessories decide karne mai kisne time lagaya?"" Shubman says following ishan and sitting next to him.

""Tune mere pearls pehen liye to mujhe kuch or dhundh na padega na teri galti hui"" ishan says with confident face.

""Yes my lord. Meri hi galti hai."" Shubman sighs ""ab kuch kha le bhuk lagi hai""

""Tum dono ki ladaiya bhi miya biwi wali hai"" Shreyas said shaking his head in disbelief.

""For real I'm just waiting for the divorce i can't take it anymore"" Shardul says making a disgusting face.

""Hamare rishte ko nazar na lagao Shardul bhai"" ishan looks at Shardul with his mouth wide open.

""Chinta mat karo meri dua tum dono ke sath hai kisi ki nazar nhi lagegi"" hardik says grinning.

""Bhai aap dua nhi mantra phek kar maro hamare upar"" ishan says turning his head towards hardik.

""Dua se zyada asardaar"" hardik replied chuckling.

Shubman's phone started ringing. ""Who's calling you at dinner time?"" Ishan asks.

""Sara. I'll be right back"" he says getting up  and walked away.

""Ohh my sautan Shardul bhai laga di na nazar."" Shreyas said making a surprise face.

""How about you have a extra marital affair with me"" siraj says getting up ""you know. Break his heart before he break yours""

They all started laughing. Siraj keep making kissing face towards ishan.

""Woah what happened in 5 minutes"" shubman come back and saw siraj sitting on the chair he was sitting before.

""Your ishu is having a extra marital affair with siraj"" Shardul said bluntly.

""Wahh Shardul bhai did you just snitched on us, you really want that divorce to happen"" ishan huffed rolling his eyes.

""Don't worry darling I'll marry you after that divorce"" siraj said grinning picking up a strawberry and feeding it to ishan.

""Not in my watch brother"" shubman hold siraj's hand back before ishan could bite the strawberry.

...........☆☆☆..........

After dinner whole team went to the rooftop of the hotel so they could blast some music.

Everyone was dancing having fun drinking no one was there to see it's a private party they could do whatever.

""How about some steamy dance with your side hoe"" siraj came i front of ishan when'lazy lamhe'starts playing.

""Are you trying to be my main hoe tonight darling"" ishan asks his eyes turning seductive.

""When did he become your darling?"" Shubman asks coming out of nowhere.

""At the dinner table. Let's go darling"" ishan replied taking siraj's hand and walked him to dance floor.

Shubman is left with his mouth opened when he sees ishan and siraj doing hip thrusts.

He walked towards the dance floor where siraj have his hands on ishan's waist now.

When he approached them, both ishan and siraj didn't even notice him. He took ishan's hand and with a tug twirled ishan towards him.

Why he did that? Because ishan is drunk and he might regret everything tomorrow. Yeah he did that for ishan, he's doing ishan a favor that's right.

""Ohh shubi you wanna dance too? Join in"" ishan says putting his hands on his neck.

""OHH MY THREESOME!"" Shouted KL rahul.

""You guys are disgusting"" shubman shouted back. ""Let's go back to our room ish"" with that he walked towards the evaluator ishan beside him, hand on his shoulder.

""Here"" sky says transferring 50,000 rupees to siraj's account.

""See i made him jealous in less than 3 minutes, you can call me a pro in the game now"" siraj says grinning.

""Or maybe shubman gets easily jealous when it comes ishan. Ever consider that?"" Sky say making a judgy face.

...............end for today................

Writer's note:

Thank you for this you all 🙇‍♀️I wasn't even sure if anybody will even read this.I had no idea what i was writing i didn't even use any punctuation in first few chapter's but then it suddenly got 20 votes i had no plot planned now i do have a plot........i think.🕴

............

Special thanks to people who vote and leave comments love you ♡"
