Story_ID,Title,Author,Description,Total_Reads,Total_Votes,Total_Parts,Tags,Story_URL
357539379,Mine To Claim,fujoshi,"This a story of two boys, who brought face to face by destiny. One is introvert hardly talk while other is mood maker of the group. but they have one thing in common, their love and passion for cricket. . . . ""You are mine. why the hell were you hugging him?!"" shubhman shouted in pure rage. ""w-what are you saying? it's impossible. you are crazy"" Ishan said while stuttering and avoiding shubh man's eyes. subhman smirked darkly and pulled Ishan by his waist and whispered darkly in his ear. ""i am but it's all because of you. your love has driven me insane and now there is no going back.."" ****************************************************** this is purely a work of imagination. I don't have any intention of offending anyone out there. and I only own plot not characters. Hope you all will support my book. All Rights Reserved",321833,11355,34,bl | cricket | fanfiction | ishan | ishman | shubish | shubman | bl | cricket | fanfiction | ishan | ishman | shubish | shubman,https://www.wattpad.com/story/357539379-mine-to-claim
