Story_ID,Title,Author,Description,Total_Reads,Total_Votes,Total_Parts,Tags,Story_URL
355867726,Homecoming,SoulPapdi,"An accident reawakens long-lost feelings. Will Shubman Gill and Ishan Kishan find their happily ever after, or is star-crossed romance their destiny? All Rights Reserved",165179,9480,34,angst | bl | cricket | ict | india | indiancricketteam | ishankishan | ishman | lgbtq | rohitsharma | romance | shahneelgill | shubish | shubman | shubmangill,https://www.wattpad.com/story/355867726-homecoming
